Estado,No cultivo,Cultivo,Tipo / Variedad,Unidad de medida,Superficie Sembrada (ha),Superficie Cosechada (ha),Superficie Siniestrada (ha),Producción,Rendimiento (udm/ha),PMR ($/udm),Valor Producción (miles de Pesos)
QUINTANA ROO,43.00,Tomate verde,Tomate verde s/clasificar,Tonelada,5.00,3.00,2.00,30.99,10.33,5200.00,161.15
SAN LUIS POTOSI,1.00,Aceituna,Aceituna missión,Tonelada,0.50,0.50,0.00,0.91,1.82,9700.00,8.83
SAN LUIS POTOSI,2.00,Acelga,Acelga s/clasificar,Tonelada,68.50,68.50,0.00,804.41,11.74,6269.52,5043.27
SAN LUIS POTOSI,3.00,Aguacate,Aguacate hass,Tonelada,86.00,12.00,6.00,90.60,7.55,21249.27,1925.18
SAN LUIS POTOSI,4.00,Aguacate,Aguacate criollo,Tonelada,18.00,18.00,0.00,86.31,4.80,9803.03,846.10
SAN LUIS POTOSI,5.00,Ajo,Ajo blanco,Tonelada,72.00,72.00,0.00,1030.62,14.31,24354.48,25100.22
SAN LUIS POTOSI,6.00,Ajo,Ajo criollo,Tonelada,1.00,1.00,0.00,20.75,20.75,21500.00,446.13
SAN LUIS POTOSI,7.00,Ajo,Ajo morado,Tonelada,102.50,102.50,0.00,768.90,7.50,12591.48,9681.59
SAN LUIS POTOSI,8.00,Alfalfa,Alfalfa verde s/clasificar,Tonelada,15414.50,15414.50,0.00,1857772.87,120.52,693.53,1288424.40
SAN LUIS POTOSI,9.00,Apio,Apio s/clasificar,Tonelada,47.00,47.00,0.00,1392.75,29.63,6343.14,8834.41
SAN LUIS POTOSI,10.00,Avena forrajera en verde,Avena forrajera en verde s/clasificar,Tonelada,10014.80,7922.80,2092.00,118116.89,14.91,511.64,60433.16
SAN LUIS POTOSI,11.00,Avena forrajera en verde,Avena forrajera en verde,Tonelada,160.00,160.00,0.00,8419.25,52.62,545.29,4590.97
SAN LUIS POTOSI,12.00,Berenjena,Berenjena,Tonelada,25.00,25.00,0.00,1875.00,75.00,13549.20,25404.75
SAN LUIS POTOSI,13.00,Betabel,Betabel s/clasificar,Tonelada,35.00,35.00,0.00,327.98,9.37,6776.84,2222.67
SAN LUIS POTOSI,14.00,Brócoli,Brócoli s/clasificar,Tonelada,54.00,54.00,0.00,1340.46,24.82,5723.60,7672.26
SAN LUIS POTOSI,15.00,Brócoli,Brócoli,Tonelada,20.00,20.00,0.00,920.00,46.00,6637.50,6106.50
SAN LUIS POTOSI,16.00,Brócoli,Brócoli,Tonelada,25.00,25.00,0.00,1150.00,46.00,6650.00,7647.50
SAN LUIS POTOSI,17.00,Cacahuate,Cacahuate s/clasificar,Tonelada,803.00,793.00,10.00,1012.18,1.28,15584.73,15774.55
SAN LUIS POTOSI,18.00,Café cereza,Café cereza s/clasificar,Tonelada,16201.50,16196.00,0.00,9542.83,0.59,6442.09,61475.73
SAN LUIS POTOSI,19.00,Calabacita,Calabacita italiana (zucchini),Tonelada,439.20,423.20,16.00,9010.22,21.29,4868.18,43863.42
SAN LUIS POTOSI,20.00,Calabaza semilla o chihua,Calabaza semilla o chihua s/clasificar,Tonelada,278.00,255.00,23.00,59.40,0.23,40454.55,2403.00
SAN LUIS POTOSI,21.00,Camote,Camote s/clasificar,Tonelada,49.00,49.00,0.00,950.79,19.40,6474.54,6155.93
SAN LUIS POTOSI,22.00,Caña de azúcar,Caña de azúcar industrial,Tonelada,100213.00,74676.00,0.00,4397348.22,58.89,789.35,3471065.25
SAN LUIS POTOSI,23.00,Caña de azúcar otro uso,Caña de azúcar piloncillo s/clasificar,Tonelada,7711.68,7704.68,0.00,177849.44,23.08,469.16,83440.64
SAN LUIS POTOSI,24.00,Cártamo,Cártamo s/clasificar,Tonelada,90.00,47.00,43.00,38.54,0.82,6700.00,258.22
SAN LUIS POTOSI,25.00,Cebada forrajera en verde,Cebada forrajera en verde s/clasificar,Tonelada,272.00,183.00,89.00,2243.13,12.26,728.16,1633.35
SAN LUIS POTOSI,26.00,Cebada grano,Cebada grano s/clasificar,Tonelada,5034.00,2434.00,2600.00,2279.00,0.94,3879.28,8840.89
SAN LUIS POTOSI,27.00,Cebolla,Cebolla blanca,Tonelada,1366.00,1366.00,0.00,77842.39,56.99,8618.28,670867.80
SAN LUIS POTOSI,28.00,Cebolla,Cebollín s/clasificar,Tonelada,1.30,1.30,0.00,13.26,10.20,8780.09,116.42
SAN LUIS POTOSI,29.00,Cebolla,Cebolla amarilla,Tonelada,115.00,115.00,0.00,2994.94,26.04,8000.00,23959.52
SAN LUIS POTOSI,30.00,Cebolla,Cebolla cambray,Tonelada,178.50,178.50,0.00,2460.03,13.78,9433.59,23206.92
SAN LUIS POTOSI,31.00,Chayote,Chayote s/clasificar,Tonelada,71.00,71.00,0.00,1120.38,15.78,4274.61,4789.19
SAN LUIS POTOSI,32.00,Chícharo,Chícharo s/clasificar,Tonelada,22.00,22.00,0.00,170.10,7.73,10032.50,1706.53
SAN LUIS POTOSI,33.00,Chile verde,Chile seco ancho,Tonelada,5504.00,5504.00,0.00,11624.99,2.11,66180.91,769352.43
SAN LUIS POTOSI,34.00,Chile verde,Chile seco guajillo,Tonelada,6367.00,6367.00,0.00,13656.08,2.14,54530.68,744675.39
SAN LUIS POTOSI,35.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,2.50,2.50,0.00,99.24,39.70,12088.35,1199.65
SAN LUIS POTOSI,36.00,Chile verde,Chile seco puya,Tonelada,6853.67,6853.67,0.00,15360.96,2.24,60525.83,929734.85
SAN LUIS POTOSI,37.00,Chile verde,Chile verde poblano,Tonelada,904.00,904.00,0.00,31301.11,34.63,9182.53,287423.30
SAN LUIS POTOSI,38.00,Chile verde,Chile verde serrano,Tonelada,1265.50,1265.50,0.00,37698.85,29.79,8033.64,302859.12
SAN LUIS POTOSI,39.00,Chile verde,Chile seco de árbol (cola de rata),Tonelada,885.00,885.00,0.00,1567.64,1.77,52255.14,81917.25
SAN LUIS POTOSI,40.00,Chile verde,Chile seco pasilla,Tonelada,1990.00,1990.00,0.00,4259.24,2.14,66644.87,283856.49
SAN LUIS POTOSI,41.00,Chile verde,Chile verde jalapeño,Tonelada,291.50,291.50,0.00,10386.08,35.63,7258.20,75384.27
SAN LUIS POTOSI,42.00,Chile verde,Chile verde regional,Tonelada,27.50,27.50,0.00,919.88,33.45,19749.54,18167.21
SAN LUIS POTOSI,43.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,8.50,8.50,0.00,1024.93,120.58,11750.59,12043.53
SAN LUIS POTOSI,44.00,Chile verde,Chile verde jalapeño,Tonelada,39.50,39.50,0.00,2680.70,67.87,5448.46,14605.69
SAN LUIS POTOSI,45.00,Chile verde,Chile verde poblano,Tonelada,14.00,14.00,0.00,838.60,59.90,9489.48,7957.88
SAN LUIS POTOSI,46.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,85.80,85.80,0.00,5531.09,64.46,12638.27,69903.41
SAN LUIS POTOSI,47.00,Chile verde,Chile verde chilaca,Tonelada,8.00,8.00,0.00,316.80,39.60,10400.00,3294.72
SAN LUIS POTOSI,48.00,Cilantro,Cilantro s/clasificar,Tonelada,298.75,298.75,0.00,2674.67,8.95,7325.79,19594.06
SAN LUIS POTOSI,49.00,Col (repollo),Col (repollo) blanca,Tonelada,197.50,197.50,0.00,6955.44,35.22,3494.37,24304.88
SAN LUIS POTOSI,50.00,Col (repollo),Col (repollo) blanca,Tonelada,16.50,16.50,0.00,895.95,54.30,4400.00,3942.18
SAN LUIS POTOSI,51.00,Coliflor,Coliflor s/clasificar,Tonelada,157.00,157.00,0.00,5268.78,33.56,6307.39,33232.27
SAN LUIS POTOSI,52.00,Coliflor,Coliflor,Tonelada,2.00,2.00,0.00,91.50,45.75,6430.00,588.35
SAN LUIS POTOSI,53.00,Crisantemo,Crisantemo s/clasificar,Gruesa,3.00,3.00,0.00,3774.00,1258.00,164.00,618.94
SAN LUIS POTOSI,54.00,Durazno,Durazno criollo,Tonelada,32.14,31.14,0.00,121.76,3.91,8369.31,1019.05
SAN LUIS POTOSI,55.00,Ejote,Ejote s/clasificar,Tonelada,35.50,35.50,0.00,293.03,8.25,9869.23,2891.98
SAN LUIS POTOSI,56.00,Elote,Elote s/clasificar,Tonelada,7919.50,7919.50,0.00,107223.47,13.54,2108.12,226040.14
SAN LUIS POTOSI,57.00,Espárrago,Espárrago s/clasificar,Tonelada,150.00,150.00,0.00,216.00,1.44,55456.70,11978.65
SAN LUIS POTOSI,58.00,Espinaca,Espinaca s/clasificar,Tonelada,31.50,31.50,0.00,267.99,8.51,6439.03,1725.60
SAN LUIS POTOSI,59.00,Frijol,Frijol negro jamapa,Tonelada,2485.90,1533.90,952.00,974.68,0.64,12829.76,12504.91
SAN LUIS POTOSI,60.00,Frijol,Frijol otros claros,Tonelada,7143.75,580.75,6563.00,356.65,0.61,14366.72,5123.89
SAN LUIS POTOSI,61.00,Frijol,Frijol canario,Tonelada,1100.00,165.00,935.00,52.80,0.32,14707.77,776.57
SAN LUIS POTOSI,62.00,Frijol,Frijol flor de mayo,Tonelada,8418.00,1816.50,6601.50,1536.84,0.85,12568.10,19315.15
SAN LUIS POTOSI,63.00,Frijol,Frijol negro san luis,Tonelada,2453.00,426.00,2027.00,198.78,0.47,13106.41,2605.29
SAN LUIS POTOSI,64.00,Frijol,Frijol pinto saltillo,Tonelada,38680.00,5960.00,32720.00,2736.40,0.46,14507.10,39697.24
SAN LUIS POTOSI,65.00,Frijol,Frijol bayo,Tonelada,18180.00,2419.00,15761.00,743.72,0.31,14792.64,11001.58
SAN LUIS POTOSI,66.00,Frijol,Frijol flor de junio,Tonelada,10157.50,2089.50,8068.00,1569.16,0.75,13230.14,20760.21
SAN LUIS POTOSI,67.00,Garbanzo forrajero,Garbanzo forrajero s/clasificar,Tonelada,5423.00,2989.00,2434.00,12299.41,4.11,919.72,11312.01
SAN LUIS POTOSI,68.00,Girasol,Girasol s/clasificar,Tonelada,235.00,48.00,187.00,33.60,0.70,6500.00,218.40
SAN LUIS POTOSI,69.00,Granada,Granada roja,Tonelada,5.00,5.00,0.00,37.00,7.40,7047.93,260.77
SAN LUIS POTOSI,70.00,Hierbabuena,Hierbabuena s/clasificar,Tonelada,5.00,5.00,0.00,65.00,13.00,7913.49,514.38
SAN LUIS POTOSI,71.00,Higo,Higo negro,Tonelada,3.00,3.00,0.00,15.00,5.00,7104.64,106.57
SAN LUIS POTOSI,72.00,Jícama,Jícama s/clasificar,Tonelada,22.00,22.00,0.00,410.74,18.67,4000.00,1642.96
SAN LUIS POTOSI,73.00,Lechuga,Lechuga romana,Tonelada,448.00,448.00,0.00,14589.92,32.57,4186.59,61081.98
SAN LUIS POTOSI,74.00,Lenteja,Lenteja s/clasificar,Tonelada,18.00,0.00,18.00,0.00,0.00,0.00,0.00
SAN LUIS POTOSI,75.00,Limón,Limón italiano,Tonelada,1414.00,1154.00,0.00,26720.87,23.16,6587.22,176016.25
SAN LUIS POTOSI,76.00,Limón,Limón agrio (mexicano),Tonelada,4.50,4.50,0.00,36.90,8.20,7413.93,273.57
SAN LUIS POTOSI,77.00,Limón,Limón persa,Tonelada,615.00,595.00,20.00,10122.60,17.01,7797.44,78930.38
SAN LUIS POTOSI,78.00,Litchi,Litchi s/clasificar,Tonelada,740.50,736.00,1.50,1807.73,2.46,16265.80,29404.17
SAN LUIS POTOSI,79.00,Maguey forrajero,Maguey forrajero s/clasificar,Tonelada,557.27,557.27,0.00,17821.62,31.98,312.83,5575.06
SAN LUIS POTOSI,80.00,Maguey pulquero,Maguey pulquero aguamiel,Miles de lts.,34.00,34.00,0.00,696.00,20.47,1251.69,871.17
SAN LUIS POTOSI,81.00,Maíz forrajero en verde,Maíz forrajero en verde s/clasificar,Tonelada,3907.00,3605.00,302.00,183446.08,50.89,588.56,107968.91
SAN LUIS POTOSI,82.00,Maíz grano,Maíz grano amarillo,Tonelada,4025.00,4025.00,0.00,14289.85,3.55,4050.48,57880.76
SAN LUIS POTOSI,83.00,Maíz grano,Maíz grano blanco,Tonelada,120073.10,50355.56,69717.54,86912.42,1.73,4252.51,369595.82
SAN LUIS POTOSI,84.00,Mandarina,Mandarina criolla,Tonelada,123.00,123.00,0.00,1623.60,13.20,1651.83,2681.91
SAN LUIS POTOSI,85.00,Mandarina,Mandarina dancy,Tonelada,2227.50,2226.00,0.00,18432.53,8.28,1244.85,22945.71
SAN LUIS POTOSI,86.00,Mango,Mango ataulfo,Tonelada,73.00,73.00,0.00,230.68,3.16,6281.96,1449.12
SAN LUIS POTOSI,87.00,Mano de león,Mano de león s/clasificar,Tonelada,2.50,2.50,0.00,32.50,13.00,10834.00,352.11
SAN LUIS POTOSI,88.00,Manzana,Manzana criolla,Tonelada,9.00,9.00,0.00,76.70,8.52,8041.98,616.82
SAN LUIS POTOSI,89.00,Manzanilla,Manzanilla s/clasificar,Tonelada,8.00,8.00,0.00,43.69,5.46,7511.32,328.17
SAN LUIS POTOSI,90.00,Mejorana,Mejorana s/clasificar,Tonelada,2.50,2.50,0.00,8.63,3.45,8857.96,76.44
SAN LUIS POTOSI,91.00,Melón,Melón cantaloupe,Tonelada,86.00,86.00,0.00,2662.62,30.96,3808.11,10139.56
SAN LUIS POTOSI,92.00,Membrillo,Membrillo s/clasificar,Tonelada,8.00,7.00,0.00,50.40,7.20,8085.93,407.53
SAN LUIS POTOSI,93.00,Menta,Menta s/clasificar,Tonelada,2.00,2.00,0.00,34.80,17.40,11317.10,393.84
SAN LUIS POTOSI,94.00,Mijo,Mijo s/clasificar,Tonelada,25.00,20.00,5.00,276.45,13.82,567.08,156.77
SAN LUIS POTOSI,95.00,Naranja,Naranja valencia,Tonelada,32778.59,32171.20,0.00,370188.00,11.51,1726.37,639082.32
SAN LUIS POTOSI,96.00,Nopalitos,Nopalitos s/clasificar,Tonelada,290.00,282.50,0.00,2461.54,8.71,1958.13,4820.02
SAN LUIS POTOSI,97.00,Nube,Nube s/clasificar,Tonelada,11.00,11.00,0.00,114.65,10.42,8780.38,1006.67
SAN LUIS POTOSI,98.00,Nuez,Nuez encarcelada (pecanera),Tonelada,820.35,415.55,0.00,583.89,1.41,63289.95,36954.37
SAN LUIS POTOSI,99.00,Nuez,Nuez encarcelada (pecanera),Tonelada,1.00,1.00,0.00,1.14,1.14,58000.00,66.12
SAN LUIS POTOSI,100.00,Nuez,Nuez,Tonelada,14.70,13.70,0.00,14.30,1.04,56342.38,805.70
SAN LUIS POTOSI,101.00,Orégano,Orégano s/clasificar,Tonelada,0.35,0.35,0.00,0.93,2.66,18557.41,17.26
SAN LUIS POTOSI,102.00,Palma camedor,Palma camedor s/clasificar,Gruesa,746.00,746.00,0.00,462960.00,620.59,9.09,4208.56
SAN LUIS POTOSI,103.00,Papa,Papa alpha (blanca),Tonelada,70.00,70.00,0.00,1869.00,26.70,7761.84,14506.88
SAN LUIS POTOSI,104.00,Papaya,Papaya maradol,Tonelada,361.00,251.00,0.00,16820.53,67.01,5115.44,86044.43
SAN LUIS POTOSI,105.00,Pastos y praderas,Pastos y praderas rhodes,Tonelada,110.20,110.20,0.00,1354.27,12.29,503.24,681.53
SAN LUIS POTOSI,106.00,Pastos y praderas,Pastos y praderas rye grass,Tonelada,113.00,113.00,0.00,9491.94,84.00,525.37,4986.79
SAN LUIS POTOSI,107.00,Pastos y praderas,Pastos y praderas llanero,Tonelada,6.00,6.00,0.00,90.60,15.10,441.00,39.95
SAN LUIS POTOSI,108.00,Pastos y praderas,Pastos y praderas buffel,Tonelada,26402.54,26402.54,0.00,144442.91,5.47,630.58,91083.41
SAN LUIS POTOSI,109.00,Pastos y praderas,Pastos y praderas taiwán,Tonelada,70.00,70.00,0.00,1484.00,21.20,770.00,1142.68
SAN LUIS POTOSI,110.00,Pastos y praderas,Pastos y praderas estrella,Tonelada,112543.00,112543.00,0.00,1467090.84,13.04,761.61,1117351.90
SAN LUIS POTOSI,111.00,Pepino,Pepino americano chino,Tonelada,15.50,15.50,0.00,505.13,32.59,3496.17,1766.02
SAN LUIS POTOSI,112.00,Pepino,Pepino americano chino,Tonelada,36.00,36.00,0.00,3709.64,103.05,5703.18,21156.76
SAN LUIS POTOSI,113.00,Pepino,Pepino pickle,Tonelada,10.00,10.00,0.00,776.75,77.68,3870.28,3006.24
SAN LUIS POTOSI,114.00,Pepino,Pepino americano chino,Tonelada,118.00,118.00,0.00,22538.16,191.00,7931.67,178765.28
SAN LUIS POTOSI,115.00,Perejil,Perejil s/clasificar,Tonelada,11.00,11.00,0.00,84.10,7.65,7190.57,604.73
SAN LUIS POTOSI,116.00,Rábano,Rábano s/clasificar,Tonelada,45.50,45.50,0.00,426.28,9.37,5967.62,2543.88
SAN LUIS POTOSI,117.00,Romero,Romero s/clasificar,Tonelada,1.36,1.36,0.00,8.30,6.10,11115.24,92.26
SAN LUIS POTOSI,118.00,Sábila,Sábila s/clasificar,Tonelada,170.00,170.00,0.00,8490.00,49.94,436.67,3707.33
SAN LUIS POTOSI,119.00,Salvia,Salvia s/clasificar,Tonelada,1.40,1.40,0.00,8.54,6.10,17619.67,150.47
SAN LUIS POTOSI,120.00,Sandía,Sandía cambray (sangría),Tonelada,98.00,98.00,0.00,3402.20,34.72,3607.00,12271.74
SAN LUIS POTOSI,121.00,Sandía,Sandía charleston (gray),Tonelada,188.50,188.50,0.00,7305.69,38.76,4016.90,29346.21
SAN LUIS POTOSI,122.00,Semilla de caña de azúcar,Semilla de caña de azúcar s/clasificar,Tonelada,1140.50,1107.50,3.00,41720.54,37.67,873.50,36442.78
SAN LUIS POTOSI,123.00,Sorgo forrajero en verde,Sorgo forrajero en verde s/clasificar,Tonelada,3243.10,758.10,2485.00,14715.70,19.41,585.81,8620.67
SAN LUIS POTOSI,124.00,Sorgo grano,Sorgo grano s/clasificar,Tonelada,29471.20,28151.20,1320.00,45135.08,1.60,3339.08,150709.69
SAN LUIS POTOSI,125.00,Soya,Soya s/clasificar,Tonelada,1950.00,1950.00,0.00,2715.00,1.39,7000.00,19005.00
SAN LUIS POTOSI,126.00,Tarragón,Tarragón s/clasificar,Tonelada,0.33,0.33,0.00,3.22,9.76,16047.19,51.67
SAN LUIS POTOSI,127.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,1228.00,1228.00,0.00,43585.95,35.49,6967.29,303675.88
SAN LUIS POTOSI,128.00,Tomate rojo (jitomate),Tomate rojo (jitomate) uva,Tonelada,6.00,6.00,0.00,731.10,121.85,8580.92,6273.51
SAN LUIS POTOSI,129.00,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,55.50,55.50,0.00,11422.50,205.81,34064.35,389100.01
SAN LUIS POTOSI,130.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,158.64,158.64,0.00,33712.75,212.51,10596.55,357238.74
SAN LUIS POTOSI,131.00,Tomate rojo (jitomate),Tomate rojo (jitomate),Tonelada,10.34,10.34,0.00,2047.99,198.06,6999.56,14335.03
SAN LUIS POTOSI,132.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,237.30,230.30,7.00,54928.46,238.51,8271.97,454366.34
SAN LUIS POTOSI,133.00,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,37.00,37.00,0.00,13229.40,357.55,10760.40,142353.60
SAN LUIS POTOSI,134.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,425.00,425.00,0.00,85685.14,201.61,10985.71,941311.93
SAN LUIS POTOSI,135.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,682.75,682.75,0.00,146375.90,214.39,7625.08,1116128.41
SAN LUIS POTOSI,136.00,Tomate verde,Tomate verde s/clasificar,Tonelada,582.00,582.00,0.00,9505.55,16.33,6808.76,64720.97
SAN LUIS POTOSI,137.00,Tomillo,Tomillo s/clasificar,Tonelada,2.07,2.07,0.00,6.16,2.98,9363.09,57.68
SAN LUIS POTOSI,138.00,Toronja (pomelo),Toronja (pomelo) marsh,Tonelada,8.00,0.00,8.00,0.00,0.00,0.00,0.00
SAN LUIS POTOSI,139.00,Triticale forrajero en verde,Triticale forrajero en verde s/clasificar,Tonelada,25.00,25.00,0.00,657.50,26.30,540.00,355.05
SAN LUIS POTOSI,140.00,Triticale grano,Triticale grano s/clasificar,Tonelada,75.00,75.00,0.00,247.50,3.30,5700.00,1410.75
SAN LUIS POTOSI,141.00,Tuna,Tuna blanca cristalina,Tonelada,1225.50,976.50,0.00,6345.28,6.50,4262.11,27044.31
SAN LUIS POTOSI,142.00,Tuna,Tuna alfajayucan,Tonelada,639.00,347.00,0.00,2253.17,6.49,2353.60,5303.07
SAN LUIS POTOSI,143.00,Tuna,Tuna blanca burrón,Tonelada,19.00,19.00,0.00,36.10,1.90,8200.00,296.02
SAN LUIS POTOSI,144.00,Tuna,Tuna roja,Tonelada,204.00,183.00,0.00,1168.38,6.38,3616.65,4225.62
SAN LUIS POTOSI,145.00,Tuna,Tuna amarilla,Tonelada,849.00,518.00,0.00,3313.14,6.40,2853.85,9455.22
SAN LUIS POTOSI,146.00,Uva,Uva fruta,Tonelada,86.00,70.00,0.00,548.40,7.83,14997.53,8224.64
SAN LUIS POTOSI,147.00,Uva,Uva industrial,Tonelada,46.00,32.00,0.00,218.90,6.84,12580.06,2753.78
SAN LUIS POTOSI,148.00,Vainilla,Vainilla verde,Tonelada,19.00,19.00,0.00,7.03,0.37,26350.00,185.24
SAN LUIS POTOSI,149.00,Zanahoria,Zanahoria nantes,Tonelada,49.50,49.50,0.00,539.97,10.91,4059.18,2191.83
SAN LUIS POTOSI,150.00,Zempoalxochitl,Zempoalxochitl s/clasificar,Tonelada,51.00,51.00,0.00,564.73,11.07,8622.89,4869.61
SINALOA,1.00,Agave,Agave tequilero,Tonelada,5778.00,914.00,0.00,22274.08,24.37,14965.48,333342.21
SINALOA,2.00,Aguacate,Aguacate criollo,Tonelada,13.50,13.50,0.00,147.70,10.94,11180.84,1651.41
SINALOA,3.00,Ajonjolí,Ajonjolí s/clasificar,Tonelada,35927.78,35427.78,500.00,25077.88,0.71,20872.78,523445.19
SINALOA,4.00,Alfalfa,Alfalfa verde s/clasificar,Tonelada,5601.59,5601.59,0.00,340035.32,60.70,554.05,188395.58
SINALOA,5.00,Algodón hueso,Algodón hueso s/clasificar,Tonelada,87.62,87.62,0.00,450.40,5.14,15000.00,6756.00
SINALOA,6.00,Arándano,Arándano azul (blueberry),Tonelada,725.00,555.00,0.00,4897.00,8.82,24281.06,118904.35
SINALOA,7.00,Baby back choi,Baby back choi s/clasificar,Tonelada,303.00,303.00,0.00,3489.00,11.51,15109.16,52715.86
SINALOA,8.00,Berenjena,Berenjena,Tonelada,271.00,271.00,0.00,15949.33,58.85,9265.88,147784.54
SINALOA,9.00,Berenjena,Berenjena s/clasificar,Tonelada,704.00,704.00,0.00,37954.00,53.91,7956.11,301966.26
SINALOA,10.00,Berenjena,Berenjena,Tonelada,6.00,6.00,0.00,579.21,96.54,6346.12,3675.74
SINALOA,11.00,Berenjena,Berenjena,Tonelada,157.00,157.00,0.00,22654.81,144.30,6984.15,158224.59
SINALOA,12.00,Berenjena,Berenjena,Tonelada,261.00,261.00,0.00,32624.00,125.00,7773.05,253587.93
SINALOA,13.00,Berenjena,Berenjena,Tonelada,165.00,165.00,0.00,17014.43,103.12,11037.04,187789.00
SINALOA,14.00,Berenjena,Berenjena,Tonelada,430.00,430.00,0.00,46161.60,107.35,9432.68,435427.76
SINALOA,15.00,Cacahuate,Cacahuate s/clasificar,Tonelada,13719.01,13119.01,600.00,13168.01,1.00,10263.22,135146.13
SINALOA,16.00,Calabacita,Calabacita italiana (zucchini),Tonelada,12.00,12.00,0.00,156.00,13.00,10576.92,1650.00
SINALOA,17.00,Calabacita,Calabacita italiana (zucchini),Tonelada,3097.32,3091.32,6.00,78930.60,25.53,6886.08,543522.14
SINALOA,18.00,Calabaza,Calabaza kabocha,Tonelada,315.87,315.87,0.00,4554.04,14.42,7055.48,32130.93
SINALOA,19.00,Caña de azúcar,Caña de azúcar industrial,Tonelada,5758.00,4618.00,0.00,391015.00,84.67,614.15,240142.03
SINALOA,20.00,Cártamo,Cártamo s/clasificar,Tonelada,1850.00,1850.00,0.00,1971.66,1.07,7747.04,15274.53
SINALOA,21.00,Cártamo,Cártamo,Tonelada,15.00,15.00,0.00,25.66,1.71,5119.50,131.37
SINALOA,22.00,Cebolla,Cebolla blanca,Tonelada,1692.70,1692.70,0.00,44177.42,26.10,8233.50,363734.60
SINALOA,23.00,Cebolla,Cebolla morada,Tonelada,15.00,15.00,0.00,360.00,24.00,2150.00,774.00
SINALOA,24.00,Chía,Chía s/clasificar,Tonelada,51.00,51.00,0.00,102.00,2.00,17900.00,1825.80
SINALOA,25.00,Chícharo,Chícharo s/clasificar,Tonelada,270.09,270.09,0.00,1567.80,5.80,6675.81,10466.34
SINALOA,26.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,155.43,155.43,0.00,9288.11,59.76,6466.32,60059.93
SINALOA,27.00,Chile verde,Chile verde anaheim,Tonelada,24.00,24.00,0.00,784.00,32.67,11620.54,9110.50
SINALOA,28.00,Chile verde,Chile verde jalapeño,Tonelada,318.00,318.00,0.00,11661.56,36.67,21003.73,244936.28
SINALOA,29.00,Chile verde,Chile verde habanero,Tonelada,230.00,230.00,0.00,6858.00,29.82,18001.79,123456.27
SINALOA,30.00,Chile verde,Chile verde serrano,Tonelada,2652.05,1804.05,848.00,73688.07,40.85,15041.57,1108384.12
SINALOA,31.00,Chile verde,Chile verde anaheim,Tonelada,983.44,708.44,275.00,27578.43,38.93,10074.38,277835.47
SINALOA,32.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,1613.00,1613.00,0.00,95916.75,59.46,9714.90,931821.91
SINALOA,33.00,Chile verde,Chile verde de árbol (cola de rata),Tonelada,260.00,214.00,46.00,6221.00,29.07,17861.04,111113.51
SINALOA,34.00,Chile verde,Chile verde poblano,Tonelada,1140.00,900.00,240.00,34767.24,38.63,9107.57,316644.90
SINALOA,35.00,Chile verde,Chile verde hungaro (x-cat-ik),Tonelada,220.00,166.00,54.00,5218.27,31.44,9603.92,50115.86
SINALOA,36.00,Chile verde,Chile verde caloro,Tonelada,350.00,130.00,220.00,6662.00,51.25,10071.88,67098.88
SINALOA,37.00,Chile verde,Chile verde jalapeño,Tonelada,4903.40,4059.40,844.00,134325.78,33.09,14171.65,1903617.96
SINALOA,38.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,590.00,590.00,0.00,90860.00,154.00,15500.00,1408330.00
SINALOA,39.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,203.00,203.00,0.00,12235.82,60.27,12942.77,158365.46
SINALOA,40.00,Chile verde,Chile verde jalapeño,Tonelada,17.50,17.50,0.00,888.48,50.77,17909.81,15912.51
SINALOA,41.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,890.30,890.30,0.00,82736.92,92.93,13173.13,1089904.59
SINALOA,42.00,Chile verde,Chile verde anaheim,Tonelada,680.00,680.00,0.00,45700.00,67.21,11120.00,508184.00
SINALOA,43.00,Chile verde,Chile verde serrano,Tonelada,74.50,74.50,0.00,2256.35,30.29,18300.00,41291.21
SINALOA,44.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,1377.00,1377.00,0.00,110122.27,79.97,12761.57,1405332.51
SINALOA,45.00,Cilantro,Cilantro s/clasificar,Tonelada,47.00,47.00,0.00,634.50,13.50,4115.00,2610.97
SINALOA,46.00,Ciruela,Ciruela del país,Tonelada,911.50,911.50,0.00,1011.25,1.11,5025.94,5082.48
SINALOA,47.00,Coco fruta,Coco fruta s/clasificar,Tonelada,3843.00,3843.00,0.00,28830.50,7.50,3827.92,110360.98
